ID	description	image	product	period	repository	production site	find site	style	motif	technique	structure	culture	composition	component	thread 1	material	type of torsion	colour of the thread strands	thickness	direction of torsion	torsion of thread	thread 2	thread 3	fabric	colour	number of colour layers	contrast	finish	motif attribute	scene	sequence	symmetry	size	usage	direction of warp	thread 4	thread 5	thread 6
ILCA_MNA018	"Fragmento de túnica o unco cerrado, de forma rectangular, en faz de urdimbre elaborado en algodón, que parece la mitad de un unco.
Posiblemente tenía mangas.
Tiene una estructura urdida a dos, y técnica de cruce de urdimbre y trama, de urdimbre pareada con trama vista, con el conteo de 1|1, estilo Chancay.
El inventario incluye otros fragmentos varios.
La composición es de secciones con listas mayores intercalados con listas menores, en que predomina el color dominante de azul oscuro en la parte lateral y central, y blanco en la sección intermedia.
Luego, intercalada en estas secciones de listas hay dos bandas con varios diseños, tanto figurativos como geométricos.
Tiene adjuntada en el borde inferior una banda en tapiz de color rojo con flecadura de trama.
"	['MNA018_IMG_2666.jpg', 'MNA018_IMG_2667.jpg', 'MNA018_IMG_2669.jpg', 'MNA018_IMG_2671.jpg', 'MNA018_IMG_2674.jpg', 'MNA018_IMG_2675.jpg', 'MNA018_IMG_2677.jpg']	Rectangular tunic	Late Intermediate (1000-1470 AD)	National Archaeological Museum, website	Central coast, Chancay, Peru	Central coast, Peru	Chancay	Abstract zigzag, Anthropomorph in general, Bird in general, Diamond with appendices, Jagged diamond, Jagged line, Rectangle, Serpent, Stripe, Volute	Warp and weft crossing technique with paired warps and simple visible weft, with selected figure	Simple warp-faced structure, warped in 2 layers	Chancay	Grouping of bands, Grouping of strips	Added component, Structural component	Warp and weft thread	Cotton fibre, cotton fiber Cotton thread						Warp and weft thread	Warp thread	Warp-faced cloth, Weft-faced cloth	Blue, Reddish brown, Reddish orange		Major contrast		Stepped, Two-headed, With appendices, With headdress		Concentric, Diagonal, Horizontal, Vertical orientation					Warp thread	Weft thread	Weft thread
ILCA_MNA019	"Pequeña bolsa de forma rectangular larga, en faz de urdimbre, elaborado en fibra de camélido y algodón.
Tiene un huato de hilos torcidos adjuntado a un costado de la parte superior.
La construcción es de una sola pieza doblada en la mitad, y las uniones en los costados son de puntada en zigzag simple.
La composición es de cuatro bandas angostas de peinecillo con color intercalado y con figura (k'uthu palla), con un conteo por par, intercaladas con listas medianas en algodón blanco y listas angostas en color café de fibra de camélido.
La estructura de las bandas de diseños es urdida en dos.
Tiene trama de hilos dobles de algodón blanco.
"	['MNA019_IMG_2680.jpg', 'MNA019_IMG_2682.jpg']	Personal bag	Late Intermediate (1000-1470 AD)	National Archaeological Museum, website	Bolivia, North Altiplano	Bolivia	Pacajes	Medium-sized stripe, Multiple ladder motif, Narrow stripe	Multiple ladder technique with figure, and general even count	Simple warp-faced structure, warped in 2 layers	Omasuyos	Grouping of bands, Grouping of strips	Added component, Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Warp thread	Warp-faced cloth	Grey, Greyish white, Pink		Major contrast	Constructed opening								Weft thread		
ILCA_MNA020	"Huichi huichi etnográfico, probablemente de la región norte del Altiplano, para bailar en festividades, en técnicas de trenzado y de tipo tapiz, de fibra vegetal y fibra animal.
La construcción es de una cuerda que se divide en tres y luego en siete.
Las cuerdas comienzan en forma tubular delgada, en el segundo tercio se amplían.
y finalmente terminan en forma plana en una estructura y técnica de tipo tapiz.
La composición es de diseños geométricos de rombo-ojospequeños en el inicio, luego rombos concéntricos grandes y finalmente trono y lengua en serie horizontal.
Suele tener borlas al final, pero no se ve en este ejemplar.
La gama cromática es rojo, blanco y negro.
"	['MNA020_IMG_2684.jpg', 'MNA020_IMG_2686.jpg', 'MNA020_IMG_2687.jpg', 'MNA020_IMG_2688.jpg']	Huichi	Republican Period (1825-present)	National Archaeological Museum, website	Bolivia, North Altiplano	Bolivia	Omasuyos	Diamond in general, Tongue and throne motif	Weft figure	Weft-faced structure, warped in 1 layer	Aymara-Omasuyos	Band, Grouping of bands	Structural component	Warp thread	Camelid fibre						Weft thread		Plaiting, Weft-faced cloth	Grey, Greyish white, Red						Concentric							
ILCA_MNA021	"Bolsa-chuspa muy deteriorada, en faz de urdimbre, elaborada en fibra de camélido.
Originalmente la forma ha debido ser algo cuadrada.
El estilo es de tipo Maytas-Chiribaya.
Carece de huato y borlas.
La construcción es de una sola pieza doblada en la mitad y cosido a los costados.
Tiene restos del acabado de festón anillado cruzado en la boca de la bolsa y de puntada en ocho en bloques de monocolor (en rojo y negro) terminada con un bordado en rombos en hilo blanco en los costados.
La composición es de una pampa dividida (o listas medianas) de color café, intercalada con una banda mayor en el eje central y dos bandas menores en los costados.
La banda central tiene un patrón geométrico Maytas en dos bloques en cada lado de la bolsa (Horta 1997: 86), lo que determina el estilo de Maytas-Chiribaya de 750-1300 d.C.
Las bandas laterales están organizados en segmentos con seis motivos figurativos por lado de tipo insecto o lagarto con dos círculos concéntricos a los extremos y cuatro apéndices.
La estructura de las partes llanas es a uno con técnica llana y en las bandas es urdida a dos, con técnica de escogido con conteo por impar básico, 1|1.
La gama cromática es de colores rojo, café oscuro y blanco.
"	['MNA021_IMG_2691.jpg', 'MNA021_IMG_2692.jpg', 'MNA021_IMG_2693.jpg', 'MNA021_IMG_2694.jpg']	Ceremonial coca bag	Late Intermediate (1000-1470 AD)	National Archaeological Museum, website	Arica coast, Chile, Western valleys, Chile	Arica, Arica coast, Chile	Maytas Chiribaya-Western Valleys Tradition	'S' motif, Geometric pattern in general, Lizard, Medium-sized stripe, Single ladder motif, Terraced landscape	Selected technique with basic odd count, 1|1	Simple warp-faced structure, warped in 2 layers	Maytas-Chiribaya	Grouping of bands, Grouping of strips	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Brown, Reddish brown, Yellowish white		Intermediate	Complex cross-knit loop stitch in one single colour, Constructed opening, Figure over figure-eight stitch										
ILCA_MNA023	"Bolsa ceremonial de forma trapezoidal en faz de urdimbre, elaborada en fibra de camélido.
Tiene flecadura larga de extensión de urdimbre en la parte inferior.
Está construida de una sola pieza doblada y cosida en los costados con encandelillado simple.
La composición es de una pampa dividida (o listas medianas) de color rojo intercalada con seis bandas.
Es de forma asimétrica, con dos bandas mayores, con motivos de estrellas con ocho puntas, organizados en segmentos, y cuatro bandas menores en dos pares, con motivos figurativos en segmentos de lagartos.
La gama cromática es de colores rojo en toda la pieza, con blanco, amarillo, ocre y azul en las bandas.
El acabado de encandelillado es de hilo color rojo oscuro en las costuras de los bordes.
La estructura de la parte llana es urdida a uno, con técnica llana y en las bandas es urdida a dos, con técnica de escogido con conteo por impar básico, 1|1.
"	['MNA023_IMG_2705.jpg', 'MNA023_IMG_2707.jpg', 'MNA023_IMG_2708.jpg', 'MNA023_IMG_2710.jpg', 'MNA023_IMG_2711.jpg', 'MNA023_S1_2711.png']	Bag for ceremonies in general	Late Horizon (1470-1535 AD)	National Archaeological Museum, website	Peru, South coast, Western valleys, Peru	Peru, South coast	Provincial Inka	Eight-pointed star, Lizard, Single ladder motif, Wide stripe	Selected technique with basic odd count, 1|1, and 1 weft	Simple warp-faced structure, warped in 2 layers	Inka	Grouping of bands, Grouping of strips	Extended component, Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Brown, Greyish white, Reddish brown, Reddish orange		Intermediate	Constructed opening, Fringe in warp with no weft, Overcasting stitch, buttonhole stitch										
ILCA_MNA024	"Lliclla o manta de forma rectangular, tejida en faz de urdimbre, en fibra de camélido.
Corresponde al estilo Chuquibamba.
La composición es de una base ajedrezada en tejido llano, y dos mitades parecidas con una costura central.
En una mitad se alternan los rectángulos de color azul y amarillo oscuro, y en la otra mitad de azul y rojo.
Cada par de rectángulos (en azul y otro color) forma la base de la composición.
En el medio de estos dos rectángulos se tiene otros dos rectángulos de diseños.
En cada lado de los rectángulos de diseños se tiene un cuadro en tejido llano, cuyo color contrasta con en color de los rectángulos mayores.
La estructura de la parte llana es urdida a uno, con técnica llana (ina sawu), y en los rectángulos de diseños es urdida en dos, con técnica de escogido con conteo por impar básico, 1|1.
El tejido llano también tiene la técnica de urdimbre descontinua, pero parece que la trama es continua.
El diseño de cada rectángulo es de un pelícano en perfil, con cuerpo aserrado y semilla adentro, con triángulos con semillas internas en los intersticios, en una variante del contorno aserrado.
Se termina y se inicia las banda de diseños en peinecillo con color en fila.
Está flanqueada por listas angostas.
Hay pequeñas variaciones en la organización de los pelícanos, sobre todo en sus picos y los ojos.
En algunos casos tienen pares de ojos como semillas y en otros casos tiene ojos de cruz o doble ojo de cruz.
La gama cromática, es de rojo oscuro, azul oscuro, blanco amarillo y verde.
"	['MNA024_IMG_2712.jpg', 'MNA024_IMG_2714.jpg', 'MNA024_IMG_2715.jpg', 'MNA024_IMG_2717.jpg', 'MNA024_IMG_2719.jpg', 'MNA024_S1_2719.png']	Mantle with modular designs	Late Horizon (1470-1535 AD)	National Archaeological Museum, website	Chuquibamba, Peru, South coast	Peru, South coast	Chuquibamba	Narrow stripe, Pampa, Pelican, Single ladder motif, Terraced landscape	Selected technique with basic odd count, 1|1, and 1 weft, Warp manipulation technique with discontinuous warp	Simple warp-faced structure, warped in 1 layer, Simple warp-faced structure, warped in 2 layers	Provincial Inca	Grouping of bands		Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Greenish-blue, Greyish white, Reddish brown		Major contrast		In profile									
ILCA_MNA025	"Ñañaca como sobrefalda de tipo acso, de forma rectangular larga, en faz de urdimbre, elaborada en fibra de camélido.
Es de la región de Toropalca, Potosí, Bolivia.
Está construida de dos piezas unidas con una costura central en puntada de zigzag simple.
No tiene acabado.
La composición es de una pampa de color rosado oscuro con una lista ancha de color negro en la parte central y en el borde.
La estructura es simple, urdida a uno, y la técnica es llana (ina sawu).
El textil termina con dos listas angostas en el borde, de color rojo claro y rojo oscuro.
"	['MNA025_IMG_2722.jpg', 'MNA025_IMG_2725.jpg', 'MNA025_IMG_2727.jpg', 'MNA025_IMG_2728.jpg']	Ñañaka	Republican Period (1825-present)	National Archaeological Museum, website	Bolivia, Southern Interandean Valleys, Toropalca	Bolivia, Southern Interandean Valleys, Toropalca	South Qharaqhara	Narrow stripe, Wide stripe	Plainweave technique	Simple warp-faced structure, warped in 1 layer	Quechua-South Qharaqhara	Grouping of strips		Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Brown, Grey, Red, Reddish violet													
ILCA_MNA026	"Ñañaca o sobrefalda de tipo acso, de forma rectangular larga, en faz de urdimbre, elaborada de fibra de camélido.
Es de la región de Toropalca (Potosí, Bolivia).
La construcción es de dos piezas con una costura central en puntada en zigzag simple.
No tiene  acabado.
La composición es de una pampa color guindo (violeta oscura) con listas anchas en negro en la parte central y en los bordes laterales.
La estructura es simple, urdida a uno, y la técnica es llana (ina sawu).
La gama cromática es de colores guindo y negro.
"	['MNA026_IMG_2731.jpg', 'MNA026_IMG_2732.jpg', 'MNA026_IMG_2734.jpg', 'MNA026_IMG_2735.jpg']	Ñañaka	Republican Period (1825-present)	National Archaeological Museum, website	Bolivia, Southern Interandean Valleys, Toropalca	Bolivia, Southern Interandean Valleys, Toropalca	South Qharaqhara	Pampa, Wide stripe	Plainweave technique	Simple warp-faced structure, warped in 1 layer	Quechua-South Qharaqhara	Grouping of very wide stripe and strips		Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Blue, Brown, Violet													
ILCA_MNA027	"Hualla de forma livianamente rectangular, de la región de Chucuito, Perú, en faz de urdimbre, elaborada en fibra de camélido.
Está elaborada de una sola pieza.
Los orillos tienen un acabado de tipo tirinsa de forma plana, con diseño de ojo de liendre (ch'iñi layra).
La composición de la pieza es de una pampa dividida o listas medianas de color negro, intercalada con listas medianas y angostas de varios colores.
Muchas de las listas medianas tienen el efecto jaspeado (ch'imi) por hilo de urdimbre.
Y muchas de las listas delgadas, además de las listas medianas en los bordes, tienen hilos en lloque.
Hay listas medianas de color azul en los bordes.
La estructura es simple, urdida a uno, con técnica llana.
La gama cromática es de colores rosado, azul/negro, rojo, lila, amarillo/rosado, café oscuro y celeste.
"	['MNA027_IMG_2738.jpg', 'MNA027_IMG_2739.jpg', 'MNA027_IMG_2741.jpg', 'MNA027_IMG_2742.jpg', 'MNA027_IMG_2746.jpg', 'MNA027_IMG_2759.jpg']	Narrow striped mantle	Colonial Period (1535-1824 AD)	National Archaeological Museum, website	Acora, Peru, South sierra	Acora, Peru, South sierra	Lupaqa	Medium-sized stripe, Narrow stripe	Plainweave technique	Simple warp-faced structure, warped in 1 layer	Aymara-Uru-Lupaqa, Aymara-Uru-Lupaca	Grouping of strips	Structural component	Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Black, Blue, Bluish violet, Brown, Reddish brown, Reddish violet			Flat braided edging										
ILCA_MNA028	"Huayllasa de la región de Escoma (La Paz, Bolivia), de forma rectangular, en faz de urdimbre, elaborada en fibra de camélido.
Está construida de una sola pieza.
Los orillos tiene un acabado de tipo tirinsa, con motivo de zigzag.
La composición es de una pampa de color rosado, intercalada con cinco agrupaciones de listas de forma simétrica.
Listas de varios colores, medianas y delgadas en toda la pieza.
En la agrupación central y las dos laterales predomina en color amarillo, y en las dos agrupaciones intercaladas con ellas predomina el color azul.
La estructura es urdida a uno, con técnica llana.
La gama cromática es de una pampa rosada con agrupaciones de listas angostas en azul, lila, rojo, blanco y amarillo, y en celeste, rojo y verde, y tiene un efecto jaspeado (ch'imi) por hilo de urdimbre en la pampa.
Hay hilos en lloque en los bordes laterales de la pieza.
"	['MNA028_IMG_2747.jpg', 'MNA028_IMG_2749.jpg', 'MNA028_IMG_2750.jpg', 'MNA028_IMG_2752.jpg', 'MNA028_IMG_2754.jpg', 'MNA028_IMG_2756.jpg', 'MNA028_IMG_2758.jpg']	Coloured striped mantle	Colonial Period (1535-1824 AD)	National Archaeological Museum, website	Bolivia, Escoma, North Altiplano	Bolivia, Escoma, North Altiplano	Omasuyos	Narrow stripe, Pampa	Plainweave technique	Simple warp-faced structure, warped in 1 layer	Aymara-Omasuyos	Grouping of very wide stripe and strips	Structural component	Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Blue, Greenish-blue, Greyish white, Red, Reddish violet, Violet, Yellow			Flat braided edging										
ILCA_MNA029	"Huayllasa de Pampa Acora (región lacustre, Perú),  forma rectangular, en faz de urdimbre, elaborada en fibra de camélido.
Está construida de una sola pieza.
El acabado de los orillos es de tubular simple.
La estructura es urdida a uno, y la técnica es llana.
La composición es de una pampa de color azul oscuro con cuatro agrupaciones de listas delgadas.
las dos agrupaciones centrales son parecidas en sus colores como son también las dos agrupaciones laterales.
El textil se termina con listas angostas de rojo claro y azul claro, y en el borde se tiene una lista mediana del mismo azul oscuro que la pampa.
La gama cromática es de azul, negro, rosado, rojo y verde.
"	['MNA029_IMG_2760.jpg', 'MNA029_IMG_2762.jpg', 'MNA029_IMG_2763.jpg']	Coloured striped mantle	Republican Period (1825-present)	National Archaeological Museum, website	Acora, Peru, South sierra	Acora, Peru, South sierra	Lupaqa	Medium-sized stripe, Narrow stripe, Pampa	Plainweave technique	Simple warp-faced structure, warped in 1 layer	Aymara-Uru-Lupaqa, Aymara-Uru-Lupaca	Grouping of strips	Structural component	Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Blue, Reddish violet			Simple structural tubular finishing										
ILCA_MNA030	"Acso de Andamarca (Oruro, Bolivia), de forma rectangular, en faz de urdimbre, elaborado en fibra de camélido.
Está elaborado de dos piezas unidas en una costura central en puntada en ocho.
Los orillos tiene un acabado tubular.
La composición es de una pampa de color negro y agrupaciones de listas anchas y delgadas con bandas de diseños en la parte superior e inferior de la pieza.
La parte superior tiene una lista ancha de color violeta, flanqueada con dos bloques con listas angostas y cuatro bandas de diseños de líneas diagonales.
La parte inferior tiene una banda ancha de color rosado flanqueada por dos bloques de listas angostas y tres bandas de diseños.
La banda mayor tiene motivos de volutas en camino y las menores tienen motivos S en fila vertical.
La estructura de las bandas de diseños es urdida a dos, con técnica de escogido con conteo por par, 2|2.
La gama cromática es de colores rosado, negro, lila claro, blanco, rojo, azul, amarillo, rosado claro, café claro, café oscuro.
"	['MNA030_IMG_2765.jpg', 'MNA030_IMG_2768.jpg', 'MNA030_IMG_2770.jpg', 'MNA030_IMG_2772.jpg', 'MNA030_IMG_2774.jpg', 'MNA030_IMG_2776.jpg']	Dress	Colonial Period (1535-1824 AD)	National Archaeological Museum, website	Andamarca, Bolivia, Central Altiplano	Andamarca, Bolivia, Central Altiplano	Carangas	'S' motif, Abstract zigzag, Keys of Charazani, Line in general, Narrow stripe, Pampa, Single ladder motif, Wide stripe	Selected technique counted in pairs, 2|2	Simple warp-faced structure, warped in 2 layers	Aymara-Quechua-Uru-Carangas	Grouping of bands, Grouping of very wide stripe and strips		Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Blue, Bluish violet, Brown, Grey, Greyish white, Red, Reddish violet, Violet, Yellow		Major contrast	Simple structural tubular finishing			Diagonal, Row of							
ILCA_MNA031	"Ahuayo pequeño del departamento de La Paz (Bolivia), de forma rectangular, en faz de urdimbre, elaborado en fibra de camélido.
Está construido de dos piezas unidas en la costura central con unión en puntada en ocho.
Los orillos tienen un acabado tubular simple.
La composición es de una pampa de color negro, con cuatro áreas de diseños, dos por cada lado.
En la parte central, las áreas de diseño tienen una banda mayor de diseños y dos bandas menores, intercaladas con listas medianas y angostas y dos bandas angostas de peinecillo con color en fila (patapata).
Las bandas mayores tiene motivos de aves.
Las bandas menores tienen motivos en forma de hojas.
Las áreas laterales tiene dos bandas angostas de diseños de hojas intercaladas con listas medianas y angostas y dos bandas angostas de peinecillo con color en fila (patapata).
La estructura de las bandas de diseños es a dos, con técnica de peinecillo con color intercalado y con figura, con conteo por par, 2|2.
 La gama cromática es de colores negro, café claro, celeste, lila, rojo, blanco, gris medio, rosado, amarillo y ocre.

"	['MNA031_IMG_2779.jpg', 'MNA031_IMG_2780.jpg', 'MNA031_IMG_2783.jpg', 'MNA031_IMG_2784.jpg', 'MNA031_IMG_2801.jpg']	Mantle with various middle-sized stripes	Colonial Period (1535-1824 AD)	National Archaeological Museum, website	Bolivia, Jesús de Machaqa, North Altiplano	Bolivia, La Paz, North Altiplano	North Pacajes	Bird in general, Medium-sized stripe, Narrow stripe, Pampa, Single leaf	Multiple ladder technique with figure, and even count, 2|2	Simple warp-faced structure, warped in 2 layers	Aymara-North Pacajes	Grouping of bands, Grouping of very wide stripe and strips		Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Blue, Bluish violet, Grey, Greyish white, Red, Reddish brown, Reddish violet, Yellowish brown, Yellowish white		Major contrast	Simple structural tubular finishing										
ILCA_MNA032	"Lliclla de la región de Bolívar (Cochabamba, Bolivia), de forma rectangular, en faz de urdimbre, elaborada en fibra de camélido.
Está construida de dos piezas unidas en la costura central con puntada en ocho.
Los orillos tienen un acabado tubular complejo muy gastado.
La composición es de una pampa de color azul con negro en un efecto tornasolado (ch'imi) por urdimbre.
En la parte central hay dos áreas de diseño, cada una una banda mayor de motivos de aves (gallinas) y crías,  flanqueada por listas, dos bandas  de líneas en diagonal y dos bandas de zigzag con semillas, con secciones de motivo S enganchados.
En las parte laterales, la banda mayor es de rombo-sol, flanqueada por listas, y dos bandas menores de líneas en diagonal y zigzag con semillas, con secciones de motivo S enganchados.
La estructura de las bandas de diseño es urdida a dos, con técnica de escogido con conteo por par, 2|2.
La gama cromática es de negro y azul (con ch'imi), rosado, lilas, amarillo ocre, blanco y verde, y celeste.

"	['MNA032_IMG_2788.jpg', 'MNA032_IMG_2789.jpg', 'MNA032_IMG_2791.jpg', 'MNA032_IMG_2793.jpg', 'MNA032_IMG_2796.jpg', 'MNA032_IMG_2797.jpg', 'MNA032_IMG_2799.jpg']	Black pampa mantle	Republican Period (1825-present)	National Archaeological Museum, website	Bolivia, Bolívar, Central Interandean Valleys	Bolivia, Bolívar, Central Interandean Valleys	South Charcas	Chicken, Diamond-sun, Line in general, Linear 'S' motif, Medium-sized stripe, Narrow stripe, Pampa, Zigzag	Selected technique counted in pairs, 2|2	Simple warp-faced structure, warped in 2 layers	Quechua-Charcas sur	Grouping of bands, Grouping of very wide stripe and strips		Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Bluish violet, Brown, Greyish white, Reddish brown, Reddish orange, Sage green		Major contrast	Complex structural tubular finishing	Adult female, With a seed		Diagonal, Interlocked							
ILCA_MNA033	"Ñañaca como sobrefalda de la región de Toropalca (Potosí, Bolivia), de tipo acso, en faz de urdimbre, elaborada en lana de ovino con orillas en alpaca.
Está construida de dos piezas unidas en puntada en ocho.
El acabado de los orillos es de encandelillado simple en hilo de alpaca.
La composición es de una pampa de color violeta rojiza, con  listas anchas en la parte central y en los bordes.
Los bordes tiene hilos en lloque.
La gama cromática es de negro y violeta rojiza.
"	['MNA033_IMG_2803.jpg', 'MNA033_IMG_2808.jpg', 'MNA033_IMG_2809.jpg', 'MNA033_IMG_2811.jpg']	Ñañaka	Republican Period (1825-present)	National Archaeological Museum, website	Bolivia, Southern Interandean Valleys, Toropalca	Bolivia, Southern Interandean Valleys, Toropalca	South Qharaqhara	Pampa, Wide stripe	Plainweave technique	Simple warp-faced structure, warped in 1 layer	Quechua-South Qharaqhara	Grouping of very wide stripe and strips		Warp thread	Wool fibre						Warp thread	Weft thread	Warp-faced cloth	Blue, Bluish violet, Reddish brown			Overcasting stitch, buttonhole stitch										
ILCA_MNA034	"Iscayo de la región de Calamarca (La Paz, Bolivia), de forma rectangular, en faz de urdimbre, elaborado de fibra de camélido.
Está construida de dos piezas, unidas en una costura central con puntada en ocho, en bloques de monocolor.
La composición es de una pampa de color café oscuro intercalada con cuatro agrupaciones de listas anchas de azul, con dos listas angostas en café oscuro en su eje central.
En la parte central se tiene una lista ancha en cada lado de la costura de color rojo claro con bandas angostas de peinecillo con color en fila (patapata).
En los bordes, el textil termina con dos listas medianas de tonalidades de rojo, y termina en una lista mediana del mismo café oscuro que la pampa.
En las parte llanas, la estructura es simple, urdida a uno, y la técnica es llana.
En las bandas en técnica de peinecillo, la estructura es urdida a dos.
La gama cromática es de una pampa de color café oscuro, y se tiene listas en rosado, rojo y azul y colores y los colores amarillo, rojo oscuro, azul y café oscuro en los hilos de las uniones.
"	['MNA034_IMG_2812.jpg', 'MNA034_IMG_2814.jpg', 'MNA034_IMG_2816.jpg', 'MNA034_IMG_2818.jpg', 'MNA034_IMG_2821.jpg']	Women's shawl	Republican Period (1825-present)	National Archaeological Museum, website	Bolivia, Calamarca, North Altiplano	Bolivia, La Paz, North Altiplano	North Pacajes	Narrow stripe, Pampa, Single ladder motif, Wide stripe	Plainweave technique	Simple warp-faced structure, warped in 1 layer	Aymara-North Pacajes	Band, Grouping of bands, Grouping of very wide stripe and strips		Warp thread	Camelid fibre						Warp thread	Weft thread	Warp-faced cloth	Blue, Brown, Red, Reddish violet, Yellow		Major contrast											
ILCA_MNA035	"Bolsa tubular en faz de trama, elaborada en fibra de camélido.
Es de estilo Tiwanaku, y fue asociada a implementos de un médico kallawaya.
La técnica de la parte superior de la bolsa está en tapiz enlazado.
La urdimbre de la bolsa es circular, y la construcción es de una sola pieza que no tiene costuras.
La base de la bolsa está elaborada en anillado de tipo croché.
El acabado de la boca de la bolsa está en anillado cruzado complejo, y se tiene un hilo amarrado en toda la vuelta, como sujetador de la boca.
La bolsa está asociada con un conjunto de cordones, con una sección en trenzado de fibra de camélido, otra con fibras blancas y de color rojo, y otro con lo que parecen cabellos humanos.
Otra sección es de faz de urdimbre en peinecillo con color en fila (patapata).
La composición de la parte superior de la bolsa es de dos filas horizontales de motivos geométricos escalonados, de tipo trono, con un cuadrado o semilla en la base.
La gama cromática es de café oscuro, amarillo ocre, rojo, azul oscuro, verde oscuro, naranja, blanco, café rojizo.
"	['MNA035_IMG_2822.jpg', 'MNA035_IMG_2824.jpg', 'MNA035_IMG_2825.jpg']	Tubular bag	Middle Horizon (600-1000 AD)	National Archaeological Museum, website	Amaguaya, Bolivia, Northern Interandean Valleys	Amaguaya, Bolivia, Northern Interandean Valleys	Tiwanaku	Stepped form	Dovetailed technique	Weft-faced structure, warped in 1 layer	Tiwanaku	Band	Structural component	Warp thread	Camelid fibre						Weft thread		Weft-faced cloth	Green, Grey, Greyish white, Orange, Pink, Reddish brown, Reddish orange			Complex cross-knit loop stitch in one single colour, Structural opening	With a seed inside									
ILCA_MNA037	"Fragmento de textil en faz de trama, elaborado en fibra de camélido, de estilo Tiwanaku.
Posiblemente se trata de una bolsa para instrumentos alucinógenos o medicinales.
La parte superior tiene el acabado de la boca de la bolsa en anillado cruzado simple, con los restos de un huato adjuntado.
La composición de la bolsa es de tres partes.
La parte superior con el motivo de una cabeza en perfil con ojo dividido y lágrimas, y con íconos del habla fuera de la boca.
El tocado consiste en dos zoomorfos con ojos divididos y boca, una rama brotando en tres partes en el centro, y rectángulos en rojo con amarillo adentro como flores en los dos extremos.
La parte intermedia tiene motivos de una planta medicinal con espinos.
Según los estudios de Carmen Beatriz Loza, estas espinas son parte de un tipo de remedio que se llama chuju en la región kallawaya, y que trata de ritos de limpieza.
La planta se llama waji kuru en la región (Loza 2007: 130).
Es de la familia Euphorbiaceae (con el nombre común de cassoneira entre otros) y es conocida por su látex cáustico e irritante.
La parte inferior es difícil de entender pero parece que repite el motivos de la parte superior.
La técnica es tapiz no ranurado enlazado y la estructura es simple, urdida a uno.
La gama cromática es de rojos, amarillos, café rojizo, azul medio, blanco, amarillo verdoso y verde.
"	['MNA037_IMG_2829.jpg', 'MNA037_IMG_2830.jpg', 'MNA037_IMG_2833.jpg']	Fragment of bag for hallucinogenic instruments	Middle Horizon (600-1000 AD)	National Archaeological Museum, website	Bolivia, North Altiplano, Tiwanaku	Amaguaya, Bolivia, Northern Interandean Valleys	Tiwanaku	Anthropomorph in general, Branch of thorns	Dovetailed technique	Weft-faced structure, warped in 1 layer	Tiwanaku	Grouping of bands	Added component, Structural component	Warp thread	Camelid fibre						Weft thread		Weft-faced cloth	Green, Greenish yellow, Greenish-blue, Greyish white, Orange, Reddish brown, Yellow			Simple cross-knit loop stitch in one single colour	With head in profile									
ILCA_MNA038	"Fragmento de bolsa agropastoril, posiblemente un semillero, en faz de urdimbre, elaborado en fibra de camélido.
Tiene adjuntado un fragmento de huato.
Es de la región del lago Titicaca de la época de los señoríos.
El fragmento es pequeño en colores naturales (café, blanco, café oscuro, negro y café intermedio).
La composición es de listas de distintos tamaños.
Tiene una banda de peinecillo con color intercalado(k'uthu), con conteo por impar (3|2|3|2).

"	['MNA038_IMG_7148.jpg', 'MNA038_IMG_7149.jpg']	Seed-bag fragment	Colonial Period (1535-1824 AD)	National Archaeological Museum, website	Bolivia, North Altiplano, Region of lake Titicaca, Bolivia	Bolivia, North Altiplano, Omasuyos	Omasuyos	Medium-sized stripe, Multiple ladder motif, Narrow stripe	Multiple ladder technique, with odd count, 2|3, 3|3 and 5|5	Simple warp-faced structure, warped in 2 layers	Aymara-Omasuyos	Band, Grouping of strips	Added component	Warp thread	Probably llama						Weft thread		Warp-faced cloth	Brown, Grey, Greyish white, Reddish brown		Intermediate											
